Country Name,"Birth rate (per 1,000)","Death, by communicable diseases and others (%)","Death, by non-communicable diseases (%)","Health expenditure per capita, PPP ($)","Death rate (per 1,000)","Hospital beds (per 1,000)","International tourism, number of arrivals",Life expectancy at birth (years),"Mortality rate, adult, female (per 1,000)","Mortality rate, adult, male (per 1,000)","Nurses and midwives (per 1,000)",People using at least basic sanitation services (%),Population ages 65+ (%),Population density (people per sq.km),Population,Smoking prevalence (ages 15+)
Sao Tome and Principe,31.967,33.9,54.7,196.89687921,4.908,2.9,33400.0,69.933,160.77100000000002,217.175,2.26,42.97494427994221,2.9256781090661,219.820833333333,211028.0,18.037981821219965
Mexico,17.918,9.8,79.9,971.8231599,5.933,1.5,41313000.0,74.947,77.831,138.268,2.9,91.183055555117,7.2236849808719805,64.9146264050001,126190788.0,14.0
Moldova,10.274000000000001,4.2,90.1,480.38300046,11.527999999999999,5.8,160000.0,71.717,96.537,239.217,4.5113,76.3081992337757,11.469556341351199,123.51980353223999,3545883.0,24.2
Iran,19.011,7.9,81.9,1563.75167829,4.835,1.5,7295000.0,76.271,59.42,97.787,1.87,88.4218671015005,6.18457380562499,50.222420123283996,81800269.0,11.0
Malawi,34.593,59.7,31.7,115.15690197,6.811,1.3,871000.0,63.278999999999996,217.75799999999998,331.04400000000004,0.2528,26.2261482497524,2.64543493031032,192.440761561307,18143315.0,14.5
Laos,23.955,31.4,59.6,154.62945928,6.507999999999999,1.5,3770000.0,67.277,165.614,210.021,0.9756,74.4594104323402,4.075149964448101,30.5957842287695,7061507.0,28.9
Burundi,39.646,55.8,32.1,50.25423113,8.106,0.8,299000.0,60.898,257.341,314.753,0.68,45.8212048667364,2.24694046033717,435.17827102803705,11175378.0,10.585760969277379
Togo,33.55,51.7,37.6,99.90314053,8.568,0.7,573000.0,60.489,248.34599999999998,281.289,0.298,16.1321037019284,2.8694680110882205,145.04677330391598,7889094.0,7.4
Panama,19.262999999999998,15.6,74.6,1750.29885068,5.048,2.3,1785000.0,78.149,77.652,145.622,1.41,83.3154589674842,8.104731079667571,56.1860774818402,4176873.0,6.1
Liberia,33.426,58.5,31.4,133.14859723,7.729,0.8,4047055.722773633,63.295,209.84099999999998,249.532,0.1007,16.9735176994451,3.25343179968014,50.030907392026606,4818977.0,9.8
Sri Lanka,16.105999999999998,7.5,82.8,491.49336482,6.553999999999999,3.6,2334000.0,76.648,56.821000000000005,153.125,2.1155,95.7817263595986,10.4732197537841,345.558922022006,21670000.0,13.0
Serbia,9.2,2.4,94.6,1322.56354805,14.8,5.7,1711000.0,76.0878048780488,75.775,143.428,6.1203,97.5671990309622,18.3457926916963,79.8317402241024,6982084.0,38.9
Congo (Brazzaville),33.378,55.5,34.6,263.28980735,6.827999999999999,2.1996718377088884,156000.0,63.95399999999999,229.77700000000002,265.097,1.7431,20.172878924470698,2.68171953903232,15.3568462664715,5244363.0,26.9
Slovakia,10.7,4.8,89.2,2172.16038986,9.9,5.8,2256000.0,77.16585365853659,63.291000000000004,154.42700000000002,9.1727,97.938130390532,15.629246504777,113.290578202995,5447011.0,30.1
Sweden,11.5,5.2,89.9,5386.73402342,9.1,2.6,7440000.0,82.3073170731707,39.668,63.956,11.5434,99.29552037762409,20.0955249278002,25.001043431293102,10183175.0,18.8
Nicaragua,21.06,10.9,76.4,484.53229024,5.0489999999999995,0.9,1256000.0,74.068,101.39200000000001,186.945,1.5775,74.4347308149472,5.24749744838026,53.7270483629716,6465513.0,21.83437934251525
Equatorial Guinea,33.725,53.4,35.9,838.74427202,9.542,2.1,2589670.928851115,58.06100000000001,313.346,349.269,0.5,66.3127900215243,2.4578773467789703,46.6657397504456,1308974.0,28.66886080647696
United Kingdom,11.4,7.7,88.8,4177.81513137,9.2,2.8,36316000.0,81.1560975609756,55.36,86.10700000000001,8.2878,99.1102954789708,18.395865674146602,274.82739222089003,66488991.0,22.3
Romania,9.7,4.2,92.2,1152.17544922,13.3,6.3,11720000.0,75.30975609756099,74.127,173.643,6.0979,84.3099243448145,18.338701393829602,84.6398470097357,19473936.0,29.7
Barbados,10.683,13.0,82.8,1322.9855087,8.936,5.8,680000.0,78.98100000000001,72.178,121.021,6.0273,97.2793784985907,15.802693962133802,666.606976744186,286641.0,7.8
Benin,36.621,54.1,35.7,83.47636765,9.025,0.5,295000.0,61.174,214.232,260.724,0.6145,16.452920570178403,3.25360529746338,101.853919829727,11485048.0,6.4
Honduras,21.859,14.0,66.5,400.33640974,4.428,0.7,851000.0,74.898,117.40100000000001,170.217,0.8815,81.2512629376572,4.69061765907812,85.6870319063366,9587522.0,2.0
Trinidad and Tobago,13.302,9.0,80.7,2180.52343745,8.261000000000001,3.0,375000.0,73.245,119.505,212.905,3.5093,93.3989059531058,10.7349535163324,270.927485380117,1389858.0,15.961449260541597
San Marino,7.9,15.87428078243915,77.08309248296995,3831.9980604,7.6,3.8,84000.0,85.41707317073171,118.51336608858011,183.93978248328088,8.7768,100.0,8.246842584796543,563.083333333333,33785.0,17.529848021808633
Tunisia,18.01,7.8,85.8,806.34361548,6.274,2.3,8299000.0,76.31,68.392,108.32700000000001,2.6351,90.9213974244787,8.315679078988769,74.44132337796091,11565204.0,32.7
Iceland,11.9,4.4,89.8,4245.10898783,6.5,3.2,2343800.0,82.2048780487805,38.181,65.669,15.6806,98.7821682352681,14.795092556568902,3.52692269326683,353574.0,14.7
Australia,12.4,4.6,89.5,4529.88708182,6.5,3.8,9246000.0,82.4975609756098,44.75,76.486,12.6612,99.9911523822512,15.656475227559099,3.24912948744283,24992369.0,14.7
Egypt,27.05,10.2,84.1,516.34315446,5.8629999999999995,1.6,11196000.0,71.656,106.83,184.422,1.3989,94.1930218824391,5.229779346209231,98.8734692852479,98423595.0,25.2
Austria,10.0,2.6,92.2,5295.1817721,9.5,7.6,30816000.0,81.6414634146342,41.778999999999996,79.032,8.1778,99.9729096123263,19.0015664595899,107.20692666757799,8847037.0,29.6
Uruguay,13.963,7.6,84.9,1958.90021849,9.461,2.8,3469000.0,77.632,75.028,131.872,1.9299,96.59619233958999,14.8145195308593,19.7080276539824,3449299.0,16.8
"Korea, South",7.0,10.1,79.8,2711.738257,5.6,11.5,15347000.0,82.62682926829271,32.92,80.514,6.9735,100.0,14.418555832396901,529.652103632681,51635256.0,23.3
Montenegro,11.775,1.4,95.0,1333.92989986,10.592,4.0,2077000.0,76.667,66.918,126.819,5.7179,97.77387829326901,14.9749366447439,46.271003717472105,622345.0,45.9
Botswana,25.396,46.0,45.7,931.30471441,5.834,1.8,1623000.0,68.812,163.438,250.771,3.3004,77.2692247843667,4.22387434629301,3.9774248760432704,2254126.0,20.0
Belize,21.081,19.4,67.4,541.43432741,4.681,1.3,489000.0,74.365,123.552,216.13,1.6947,87.85852354979441,4.736458776571441,16.7939938623411,383071.0,15.472461620199178
